40.006544	116.400958	
39.971433	116.348839	
39.912827	116.453869	
39.993734	116.500358	
39.926465	116.380374	
39.947318	116.425766	
39.983439	116.322937	
40.009163	116.506438	
39.880483	116.327251	
40.002398	116.471011	
39.916439	116.208037	
39.940799	116.309769	
39.967681	116.215318	
39.884608	116.384004	
39.877935	116.413449	
40.143766	116.146809	
39.947386	116.436420	
40.010219	116.413748	
39.902035	116.468759	
39.983844	116.430741	
39.823966	116.552042	
39.949105	116.387616	
39.803106	116.570529	
39.955105	116.466438	
39.898652	116.465507	
39.917646	116.317654	
39.918274	116.462895	
40.083909	116.320001	
39.941055	116.456292	
40.217917	116.246512	
40.072319	116.363010	
39.843037	116.385700	
39.957213	116.422267	
39.902411	116.423847	
39.896465	116.363525	
39.946798	116.423809	
39.988018	116.315105	
39.997832	116.409240	
39.920112	116.357829	
39.734037	116.355805	
39.955071	116.466477	
40.138414	116.170121	
40.147366	116.146862	
40.085761	116.328872	
39.885938	116.474176	
40.137956	116.696532	
39.91854	116.310566	
40.093776	116.543967	
39.889945	116.324453	
39.897388	116.612844	
39.920055	116.502911	
39.933707	116.379958	
39.883131	116.650145	
39.89812	116.413810	
39.993709	116.346792	
40.118737	116.666321	
39.94859	116.422932	
40.073204	116.422624	
40.001109	116.419234	
39.942463	116.397056	
39.995888	116.488463	
39.908432	116.284808	
40.133186	116.655315	
40.033666	116.430309	
39.967205	116.423474	
39.890567	116.458867	
39.823409	116.298003	
39.935924	116.507919	
39.935642	116.468842	
39.888256	116.237067	
40.085121	116.436083	
39.923656	116.197531	
39.95552	116.466380	
40.014742	116.468620	
39.906456	116.408512	
39.742476	116.143207	
39.919198	116.587991	
39.960214	116.480243	
39.97389	116.329920	
40.031117	116.285216	
39.716766	116.068216	
39.919222	116.691656	
39.921072	116.419545	
39.958346	116.363462	
39.902227	116.469064	
40.082429	116.325346	
39.92139	116.461350	
40.001486	116.410132	
39.988265	116.462539	
40.158386	116.303382	
40.078048	116.249756	
39.74441	116.338264	
40.095334	116.544038	
39.923338	116.466294	
39.906036	116.376222	
39.929186	116.477056	
39.70175	115.991260	
40.104341	116.418483	
40.007913	116.479396	
39.947347	116.428023	
39.947499	116.424904	
39.913708	116.365233	
39.918608	116.310336	
39.948704	116.434381	
40.037508	116.354892	
39.985166	116.320703	
40.079833	116.324835	
39.940936	116.504970	
39.693303	116.327044	
39.968682	116.459405	
39.882695	116.671573	
40.0363	116.444056	
39.983737	116.341929	
39.993564	116.312139	
39.933629	116.293165	
39.87305	116.420437	
40.134705	116.627480	
40.00078	116.437080	
40.133208	116.655214	
39.915082	116.481160	
40.074512	116.421985	
40.007187	116.400821	
39.855144	116.292505	
39.963817	116.415318	
39.962039	116.328956	
39.995382	116.419161	
39.944671	116.460886	
